Index,m/z,RT [min],Molecular Weight,Calibration RT [min]
0,87.00875,0.789,88.01603,0.789
1,88.04039,1.002,89.04767,1.002
2,88.0404,0.787,89.04767,0.787
3,88.98808,22.957,89.99536,22.957
4,89.02442,0.764,90.0317,0.764
5,91.04006,18.403,92.04734,18.403
6,91.04007,19.071,92.04735,19.071
7,92.93272,0.759,93.93999,0.759
8,94.92496,0.712,95.93224,0.712
9,94.92506,18.594,95.93234,18.594
10,96.90697,0.648,97.91424,0.648
11,96.96014,0.651,97.96741,0.651
12,96.96015,22.847,97.96743,22.847
13,96.96948,0.658,97.97676,0.658
14,96.96968,17.058,97.97696,17.058
15,96.98478,0.652,97.99206,0.652
16,96.98692,0.651,97.99419,0.651
17,97.08706,0.665,98.09434,0.665
18,97.97581,0.656,98.98309,0.656
19,99.9258,22.93,100.93308,22.93
20,100.98557,0.778,101.99285,0.778
21,100.98557,0.853,101.99285,0.853
22,102.05595,0.672,103.06322,0.672
23,102.05596,0.791,103.06324,0.791
24,102.95686,0.765,103.96414,0.765
25,103.0037,22.952,104.01098,22.952
26,103.04005,0.838,104.04732,0.838
27,104.03535,0.759,105.04262,0.759
28,109.04066,0.813,110.04794,0.813
29,110.97566,0.785,111.98294,0.785
30,111.00642,0.763,112.01369,0.763
31,111.0087,0.607,112.01597,0.607
32,111.0087,0.608,130.02654,0.608
33,111.01993,1.101,112.0272,1.101
34,111.01997,1.537,112.02724,1.537
35,112.05161,1.069,113.05888,1.069
36,112.98556,0.779,113.99283,0.779
37,112.98556,0.935,113.99283,0.935
38,113.02446,0.78,114.03174,0.78
39,113.02447,0.781,132.04231,0.781
40,114.05598,0.825,115.06325,0.825
41,114.05602,0.824,133.07386,0.824
42,114.95443,0.757,115.96171,0.757
43,115.00122,22.932,116.0085,22.932
44,115.00367,0.667,116.01095,0.667
45,115.07636,6.918,116.08364,6.918
46,115.9207,22.893,116.92798,22.893
47,116.05054,4.126,117.05781,4.126
48,116.07161,1.076,117.07889,1.076
49,116.07162,0.928,117.0789,0.928
50,116.92855,22.935,117.93583,22.935
51,116.95953,0.875,117.96681,0.875
52,116.97254,0.761,117.97982,0.761
53,117.01924,0.632,118.02652,0.632
54,117.05568,1.066,118.06296,1.066
55,118.05099,0.768,119.05826,0.768
56,118.94202,22.847,119.9493,22.847
57,118.95148,0.751,119.95875,0.751
58,119.05013,1.473,120.05741,1.473
59,119.05014,1.107,120.05742,1.107
60,119.94701,0.738,120.95428,0.738
61,120.07559,4.059,121.08287,4.059
62,121.08189,4.06,122.08916,4.06
63,122.96758,0.867,141.98542,0.867
64,122.9676,0.781,123.97487,0.781
65,122.9676,0.86,123.97487,0.86
66,124.00733,18.646,125.01461,18.646
67,124.0074,0.898,125.01468,0.898
68,124.00742,0.761,125.01469,0.761
69,125.00114,0.751,126.00841,0.751
70,125.03566,3.764,126.04294,3.764
71,126.06087,2.203,127.06814,2.203
72,127.00136,0.773,128.00863,0.773
73,128.03316,0.763,129.04043,0.763
74,128.03529,0.672,129.04257,0.672
75,128.03532,0.793,129.0426,0.793
76,128.07167,1.066,129.07895,1.066
77,128.52728,0.606,129.53456,0.606
78,128.97015,0.758,129.97743,0.758
79,128.97253,0.766,129.97981,0.766
80,129.01701,0.761,130.02429,0.761
81,129.05565,3.31,130.06293,3.31
82,129.05566,3.487,130.06294,3.487
83,129.54074,0.808,130.54802,0.808
84,130.04782,1.011,131.0551,1.011
85,130.05095,0.817,131.05823,0.817
86,130.05096,0.656,131.05824,0.656
87,130.05096,0.684,131.05824,0.684
88,130.0621,0.813,131.06938,0.813
89,130.08719,1.408,131.09447,1.408
90,130.08719,1.618,131.09447,1.618
91,130.94418,22.904,131.95146,22.904
92,130.96956,0.764,131.97684,0.764
93,130.9752,22.953,131.98248,22.953
94,131.05412,0.791,132.0614,0.791
95,131.05414,1.014,132.06141,1.014
96,131.08263,0.776,132.0899,0.776
97,131.9834,0.753,132.99068,0.753
98,132.01244,1.003,133.01971,1.003
99,132.03018,0.672,133.03746,0.672
100,132.92058,0.736,133.92785,0.736
101,132.92061,0.692,133.92789,0.692
102,132.94629,0.676,133.95357,0.676
103,133.01414,0.635,134.02142,0.635
104,133.01416,0.675,134.02144,0.675
105,133.01428,22.939,134.02156,22.939
106,133.106,1.577,134.11328,1.577
107,133.106,1.692,134.11328,1.692
108,134.04715,1.113,135.05443,1.113
109,134.04715,4.096,135.05443,4.096
110,134.04716,1.638,135.05444,1.638
111,134.06108,1.108,135.06836,1.108
112,134.89465,1.009,135.90193,1.009
113,134.89467,18.599,135.90195,18.599
114,134.92575,0.757,135.93303,0.757
115,135.02991,0.685,136.03718,0.685
116,135.02992,0.746,136.0372,0.746
117,136.91766,0.681,137.92494,0.681
118,136.94951,0.996,137.95679,0.996
119,136.96204,0.673,101.99264,0.673
120,136.9621,0.678,137.96937,0.678
121,137.09715,11.208,138.10443,11.208
122,138.10362,8.63,139.1109,8.63
123,139.05133,0.85,140.05861,0.85
124,140.03297,0.773,141.04025,0.773
125,140.91927,18.598,141.92654,18.598
126,140.91934,0.957,141.92662,0.957
127,140.91939,0.752,141.92666,0.752
128,140.91939,1.047,141.92666,1.047
129,140.91943,0.89,141.92671,0.89
130,140.93376,18.59,141.94104,18.59
131,140.93381,0.758,159.95165,0.758
132,140.96559,1.01,141.97287,1.01
133,141.06693,0.81,142.0742,0.81
134,141.12854,15.054,142.13582,15.054
135,142.04858,0.806,143.05586,0.806
136,142.05092,2.864,143.0582,2.864
137,142.06616,4.127,143.07344,4.127
138,142.99617,0.78,144.00345,0.78
139,143.035,0.779,144.04228,0.779
140,143.04617,0.811,144.05345,0.811
141,143.91562,22.926,144.9229,22.926
142,144.06664,0.858,145.07391,0.858
143,144.103,8.095,145.11027,8.095
144,144.10301,3.595,145.11029,3.595
145,144.96751,0.761,109.99811,0.761
146,144.97546,0.781,145.98274,0.781
147,144.97546,0.869,145.98274,0.869
148,145.01419,0.659,146.02147,0.659
149,145.99916,0.755,147.00644,0.755
150,146.04582,0.673,147.0531,0.673
151,146.04582,0.774,147.0531,0.774
152,146.08223,0.999,147.08951,0.999
153,146.09126,4.062,147.09854,4.062
154,146.98312,0.749,147.9904,0.749
155,147.01213,2.053,148.01941,2.053
156,147.04515,3.292,148.05243,3.292
157,148.00742,0.859,149.01469,0.859
158,148.04039,1.45,149.04767,1.45
159,148.04369,1.263,149.05096,1.263
160,148.0437,1.204,149.05098,1.204
161,148.04375,1.103,149.05102,1.103
162,148.05841,0.672,149.06569,0.672
163,148.07066,5.291,149.07794,5.291
164,148.07623,1.108,149.08351,1.108
165,148.8945,0.742,149.90178,0.742
166,148.93105,1.285,149.93832,1.285
167,148.95244,1.29,149.95971,1.29
168,148.98611,1.287,149.99339,1.287
169,149.06462,0.672,150.0719,0.672
170,149.07687,7.822,150.08415,7.822
171,150.01726,0.791,151.02453,0.791
172,150.05608,2.692,151.06335,2.692
173,150.88667,0.71,151.89395,0.71
174,150.96252,22.992,151.9698,22.992
175,150.97775,0.675,151.98503,0.675
176,150.99895,0.766,152.00622,0.766
177,150.99895,0.769,170.01679,0.769
178,151.02614,1.057,152.03341,1.057
179,151.07639,13.259,152.08366,13.259
180,152.04417,0.811,153.05145,0.811
181,152.07645,3.237,153.08372,3.237
182,152.53456,0.598,307.08368,0.598
183,152.53462,0.607,153.5419,0.607
184,152.53464,0.81,153.54191,0.81
185,152.88368,0.706,153.89096,0.706
186,153.017,0.778,154.02427,0.778
187,153.06702,0.805,172.08486,0.805
188,153.06702,0.858,154.07429,0.858
189,154.01231,0.765,155.01959,0.765
190,154.02773,0.748,155.035,0.748
191,154.04866,0.797,155.05594,0.797
192,154.06219,0.813,155.06947,0.813
193,154.09705,0.819,155.10432,0.819
194,154.92827,0.679,119.95887,0.679
195,154.92827,0.681,155.93555,0.681
196,155.04622,1.104,156.0535,1.104
197,155.04628,0.798,174.06412,0.798
198,156.00687,0.772,175.02471,0.772
199,156.06422,0.91,157.0715,0.91
200,156.9077,0.759,157.91498,0.759
201,156.93948,1.014,157.94676,1.014
202,156.94307,1.006,157.95035,1.006
203,157.00868,0.762,158.01596,0.762
204,157.12329,11.195,158.13057,11.195
205,158.04355,0.772,159.05083,0.772
206,158.93457,22.844,159.94185,22.844
207,158.94408,0.677,159.95135,0.677
208,158.94409,0.876,159.95137,0.876
209,158.9761,0.995,159.98338,0.995
210,159.08463,11.134,160.0919,11.134
211,159.09274,4.124,160.10002,4.124
212,160.04376,3.604,161.05104,3.604
213,160.06155,0.851,161.06883,0.851
214,160.06157,0.85,101.04772,0.85
215,161.04558,0.68,180.06342,0.68
216,161.04558,0.781,162.05285,0.781
217,161.99402,0.74,163.0013,0.74
218,162.02301,1.09,163.03029,1.09
219,162.90137,0.743,163.90864,0.743
220,162.95729,0.747,163.96457,0.747
221,162.96007,0.779,163.96734,0.779
222,162.96008,0.844,163.96736,0.844
223,163.04002,4.501,164.0473,4.501
224,163.04007,1.108,164.04735,1.108
225,163.04007,1.464,164.04735,1.464
226,163.08038,1.004,164.08766,1.004
227,163.11667,13.251,164.12395,13.251
228,163.11674,15.114,164.12402,15.114
229,163.11676,0.855,164.12404,0.855
230,163.11676,6.918,164.12404,6.918
231,163.52568,0.807,164.53296,0.807
232,163.89648,0.74,164.90376,0.74
233,164.03314,3.292,165.04042,3.292
234,164.03867,1.117,165.04594,1.117
235,164.07164,3.297,119.07344,3.297
236,164.07167,3.292,165.07895,3.292
237,164.08429,14.579,165.09157,14.579
238,164.11,3.306,165.11728,3.306
239,164.12407,4.061,165.13135,4.061
240,164.97809,0.788,183.99593,0.788
241,164.9781,0.858,183.99594,0.858
242,165.05562,3.668,166.06289,3.668
243,165.0768,0.851,166.08407,0.851
244,165.07814,3.691,166.08542,3.691
245,165.89445,0.744,166.90173,0.744
246,166.00978,0.776,167.01706,0.776
247,166.01788,0.834,167.02516,0.834
248,166.86057,0.716,167.86784,0.716
249,166.94946,0.759,185.9673,0.759
250,166.9574,0.778,167.96467,0.778
251,166.9574,0.858,185.97524,0.858
252,166.9574,0.86,167.96467,0.86
253,166.95744,0.678,167.96472,0.678
254,167.04385,0.806,168.05113,0.806
255,168.02786,0.768,169.03514,0.768
256,168.06422,0.833,169.0715,0.833
257,168.06664,2.699,169.07391,2.699
258,168.93437,18.599,169.94165,18.599
259,168.99068,0.64,169.99795,0.64
260,169.06277,3.238,170.07005,3.238
261,169.08453,6.907,170.09181,6.907
262,169.103,3.24,170.11027,3.24
263,169.12338,11.54,170.13066,11.54
264,169.14319,3.238,170.15047,3.238
265,169.49239,0.584,340.99932,0.584
266,169.49239,0.595,170.49966,0.595
267,170.90225,0.685,171.90953,0.685
268,171.0063,0.658,172.01358,0.658
269,171.00635,0.657,111.99249,0.657
270,171.06627,1.096,172.07355,1.096
271,171.10715,3.239,172.11442,3.239
272,171.11386,4.415,172.12114,4.415
273,171.13896,12.464,172.14624,12.464
274,171.13899,13.252,172.14627,13.252
275,171.91068,22.916,172.91795,22.916
276,172.01468,0.83,173.02196,0.83
277,172.02277,0.773,173.03004,0.773
278,172.05914,0.802,173.06642,0.802
279,172.13426,11.874,173.14154,11.874
280,172.95016,22.841,173.95744,22.841
281,172.96001,0.76,173.96728,0.76
282,172.97676,1.029,173.98404,1.029
283,172.99139,3.51,173.99867,3.51
284,173.00681,0.762,174.01408,0.762
285,173.00903,0.617,174.01631,0.617
286,173.09311,0.854,174.10039,0.854
287,173.1044,0.787,174.11168,0.787
288,173.11826,9.046,174.12553,9.046
289,174.03026,0.923,175.03753,0.923
290,174.04073,0.644,115.02687,0.644
291,174.04077,0.678,115.02692,0.678
292,174.04079,0.649,175.04806,0.649
293,174.06216,0.961,175.06944,0.961
294,174.94679,0.654,139.97739,0.654
295,175.04887,0.859,176.05615,0.859
296,175.04889,0.818,138.10028,0.818
297,175.04889,0.856,138.10028,0.856
298,175.04895,0.82,194.06679,0.82
299,176.0097,0.756,177.01698,0.756
300,176.03864,1.819,177.04591,1.819
301,176.03868,2.53,177.04596,2.53
302,176.04416,0.817,177.05144,0.817
303,176.87007,0.746,177.87735,0.746
304,176.91022,0.682,141.94082,0.682
305,176.9265,0.619,177.93378,0.619
306,176.93584,0.657,177.94311,0.657
307,176.93596,1.1,177.94324,1.1
308,176.94202,0.988,177.94929,0.988
309,176.97571,0.872,177.98298,0.872
310,176.9794,0.659,177.98668,0.659
311,177.13229,15.118,178.13957,15.118
312,177.13231,13.251,178.13959,13.251
313,178.01797,0.852,197.03582,0.852
314,178.07092,0.817,179.0782,0.817
315,178.0873,6.229,179.09457,6.229
316,178.9341,0.85,179.94137,0.85
317,179.03502,2.549,180.0423,2.549
318,179.0562,0.74,180.06347,0.74
319,179.0562,0.778,180.06347,0.778
320,179.0562,18.685,180.06347,18.685
321,179.05621,0.778,120.04236,0.778
322,179.98932,0.773,199.00716,0.773
323,180.02284,1.11,181.03012,1.11
324,180.02553,0.774,181.0328,0.774
325,180.06654,1.457,181.07382,1.457
326,180.06659,1.11,181.07387,1.11
327,180.11076,1.101,181.11804,1.101
328,180.11168,1.122,181.11896,1.122
329,180.92633,0.866,199.94417,0.866
330,180.92635,0.762,181.93362,0.762
331,180.92635,0.866,181.93362,0.866
332,180.95192,0.674,145.98252,0.674
333,180.952,0.886,181.95927,0.886
334,180.95805,0.985,181.96533,0.985
335,180.97322,0.785,199.99106,0.785
336,181.05061,1.253,182.05789,1.253
337,181.05063,1.336,182.05791,1.336
338,181.05063,1.432,182.05791,1.432
339,181.07188,0.782,122.05803,0.782
340,181.07191,0.781,182.07919,0.781
341,181.96613,0.738,182.9734,0.738
342,182.04602,3.987,183.0533,3.987
343,182.11864,7.281,183.12591,7.281
344,182.93127,0.874,183.93855,0.874
345,182.93132,0.866,201.94916,0.866
346,183.0275,0.853,184.03477,0.853
347,183.02754,0.77,184.03482,0.77
348,183.13902,12.46,184.1463,12.46
349,183.97598,0.762,184.98326,0.762
350,184.9391,0.755,203.95694,0.755
351,184.98558,0.627,148.03698,0.627
352,184.98561,0.63,185.99289,0.63
353,185.0567,0.807,186.06398,0.807
354,185.15472,13.516,186.162,13.516
355,185.99168,0.757,186.99896,0.757
356,186.97562,0.755,187.98289,0.755
357,186.99889,0.859,206.01673,0.859
358,187.00699,5.489,188.01427,5.489
359,187.04205,0.754,188.04933,0.754
360,187.1087,3.289,188.11598,3.289
361,187.13385,11.283,188.14113,11.283
362,187.13396,13.253,188.14123,13.253
363,188.01775,0.778,189.02502,0.778
364,188.02362,1.104,189.0309,1.104
365,188.03624,1.106,189.04352,1.106
366,188.03873,4.276,189.046,4.276
367,188.0565,0.68,189.06378,0.68
368,188.07785,1.623,189.08513,1.623
369,188.09282,3.436,189.1001,3.436
370,188.5452,0.848,189.55247,0.848
371,188.93941,0.849,207.95725,0.849
372,188.93941,0.855,189.94668,0.855
373,188.98082,0.762,189.9881,0.762
374,189.03944,1.105,190.04672,1.105
375,189.0405,0.814,190.04777,0.814
376,189.98889,0.685,190.99617,0.685
377,189.98894,0.683,155.01954,0.683
378,190.00981,0.791,191.01709,0.791
379,190.01788,1.105,191.02516,1.105
380,190.0179,0.809,145.0197,0.809
381,190.07208,1,191.07936,1
382,190.1396,11.805,191.14688,11.805
383,190.87923,0.731,191.8865,0.731
384,190.97282,0.68,156.00342,0.68
385,191.01964,0.621,96.01346,0.621
386,191.01974,0.613,192.02702,0.613
387,191.01978,0.821,192.02705,0.821
388,191.08258,3.763,192.08986,3.763
389,191.0966,1.679,192.10388,1.679
390,191.95026,0.882,192.95753,0.882
391,191.98367,0.764,192.99095,0.764
392,192.03352,1.446,193.0408,1.446
393,192.03357,1.094,193.04085,1.094
394,192.04895,8.712,193.05623,8.712
395,192.05856,2.867,193.06584,2.867
396,192.06668,4.31,193.07396,4.31
397,193.06665,3.453,194.07393,3.453
398,193.96858,0.586,194.97586,0.586
399,194.00475,0.767,213.02259,0.767
400,194.83611,0.722,195.84338,0.722
401,194.92758,0.619,195.93486,0.619
402,194.93761,0.653,195.94488,0.653
403,194.9464,0.657,195.95367,0.657
404,194.98877,0.764,214.00661,0.764
405,194.98882,0.765,195.99609,0.765
406,195.07518,0.849,196.08246,0.849
407,195.11389,4.442,196.12117,4.442
408,195.95334,4.019,196.96062,4.019
409,196.02263,0.781,197.02991,0.781
410,196.02267,0.677,197.02995,0.677
411,196.06151,1.463,197.06878,1.463
412,196.8338,0.722,197.84108,0.722
413,196.93204,0.982,197.93931,0.982
414,196.93562,0.959,197.9429,0.959
415,197.05685,0.811,198.06413,0.811
416,197.05687,0.81,138.04302,0.81
417,197.09805,4.144,198.10533,4.144
418,197.11829,8.383,198.12556,8.383
419,197.15468,13.506,198.16195,13.506
420,197.15479,15.131,198.16206,15.131
421,197.99168,0.759,198.99896,0.759
422,198.1373,6.607,199.14458,6.607
423,198.13742,11.79,199.1447,11.79
424,198.83124,0.723,199.83851,0.723
425,198.89233,18.589,199.89961,18.589
426,198.89241,0.748,199.89969,0.748
427,198.89244,0.749,217.91028,0.749
428,198.92412,0.965,199.93139,0.965
429,198.98375,0.785,153.98555,0.785
430,199.0071,3.024,200.01437,3.024
431,199.05864,6.914,200.06592,6.914
432,199.09749,6.916,200.10477,6.916
433,199.11603,13.792,200.1233,13.792
434,199.13396,9.321,200.14123,9.321
435,199.1703,14.412,200.17758,14.412
436,199.1703,15.118,200.17758,15.118
437,200.04836,3.283,201.05563,3.283
438,200.05402,0.912,201.06129,0.912
439,200.09282,1.113,201.1001,1.113
440,200.12923,5.485,201.1365,5.485
441,200.12926,11.189,201.13653,11.189
442,200.95482,0.84,201.9621,0.84
443,201.03818,0.76,220.05602,0.76
444,201.03822,0.759,202.0455,0.759
445,201.08804,1.052,202.09532,1.052
446,201.12439,3.935,202.13167,3.935
447,201.1244,1.107,202.13168,1.107
448,201.14967,9.436,202.15695,9.436
449,202.03343,0.772,203.04071,0.772
450,202.04852,1.109,203.0558,1.109
451,202.07191,1.107,203.07919,1.107
452,202.10846,5.08,203.11574,5.08
453,202.94954,0.757,167.98014,0.757
454,203.02968,4.138,204.03695,4.138
455,203.04958,2.701,204.05685,2.701
456,203.08252,4.126,158.08432,4.126
457,203.08263,4.127,204.0899,4.127
458,203.09259,22.835,204.09987,22.835
459,203.10373,1.109,204.11101,1.109
460,203.13559,4.124,204.14287,4.124
461,204.00447,0.685,205.01175,0.685
462,204.00452,0.685,169.03512,0.685
463,204.06404,3.303,205.07132,3.303
464,204.0666,4.058,205.07388,4.058
465,204.06664,4.058,159.06843,4.058
466,204.12411,4.41,205.13139,4.41
467,204.91322,0.865,205.9205,0.865
468,204.94177,0.743,205.94905,0.743
469,205.09825,5.084,206.10553,5.084
470,205.12726,0.861,224.1451,0.861
471,205.15979,16.386,206.16707,16.386
472,206.03416,1.101,169.08556,1.101
473,206.03418,1.104,207.04146,1.104
474,206.08223,4.975,207.08951,4.975
475,206.85312,0.732,207.8604,0.732
476,207.01213,6.086,208.01941,6.086
477,207.01215,6.527,208.01942,6.527
478,207.02335,0.684,208.03062,0.684
479,207.03642,0.771,208.0437,0.771
480,207.08243,9.662,208.0897,9.662
481,207.10646,6.915,208.11374,6.915
482,207.10651,13.253,208.11378,13.253
483,207.10652,15.117,208.1138,15.117
484,207.10768,4.074,208.11496,4.074
485,207.1077,4.075,162.10949,4.075
486,207.82837,4.066,226.84621,4.066
487,207.97594,0.785,208.98321,0.785
488,207.98967,0.773,208.99695,0.773
489,208.03195,1.107,149.0181,1.107
490,208.05791,4.071,209.06518,4.071
491,208.11388,4.06,209.12115,4.06
492,208.16879,4.06,209.17607,4.06
493,208.84525,0.707,209.85252,0.707
494,208.95769,0.759,209.96496,0.759
495,209.04558,3.506,210.05285,3.506
496,209.09552,3.225,210.1028,3.225
497,209.09804,4.446,210.10531,4.446
498,209.15469,10.615,210.16197,10.615
499,210.00266,0.804,211.00993,0.804
500,210.02843,0.647,211.0357,0.647
501,210.02844,0.859,211.03572,0.859
502,210.0385,0.782,211.04577,0.782
503,211.00124,0.615,176.03183,0.615
504,211.00125,0.601,212.00853,0.601
505,211.09766,7.247,212.10493,7.247
506,211.10265,2.963,212.10992,2.963
507,211.1136,4.914,212.12088,4.914
508,211.13399,9.802,212.14126,9.802
509,211.17032,14.387,212.1776,14.387
510,211.17039,13.246,212.17767,13.246
511,211.20667,17.971,212.21394,17.971
512,211.97086,0.685,212.97813,0.685
513,212.03629,2.872,213.04356,2.872
514,212.05406,1.003,213.06134,1.003
515,212.83931,0.711,213.84659,0.711
516,212.87424,0.766,213.88151,0.766
517,212.88693,0.685,177.91753,0.685
518,212.88695,0.686,213.89422,0.686
519,212.99945,0.768,100.01386,0.768
520,213.14964,10.578,214.15692,10.578
521,213.186,15.177,214.19328,15.177
522,213.96388,5.394,214.97116,5.394
523,214.05472,0.969,215.06199,0.969
524,214.14482,7.099,215.1521,7.099
525,214.18126,12.205,215.18854,12.205
526,214.86646,0.748,215.87373,0.748
527,214.8665,0.748,233.88434,0.748
528,215.03273,3.287,216.04001,3.287
529,215.03285,18.675,216.04013,18.675
530,215.03287,1.62,216.04014,1.62
531,215.03296,0.76,156.01911,0.76
532,215.03296,0.762,216.04024,0.762
533,215.04106,0.855,216.04834,0.855
534,215.14006,5.372,216.14734,5.372
535,215.16522,15.112,216.1725,15.112
536,216.05116,0.582,217.05844,0.582
537,216.12402,4.125,217.1313,4.125
538,216.12405,3.316,217.13133,3.316
539,216.90273,0.681,181.93332,0.681
540,216.92833,0.673,217.93561,0.673
541,216.97073,0.768,235.98857,0.768
542,217.03687,0.744,218.04414,0.744
543,217.04837,0.765,218.05565,0.765
544,217.06174,4.143,218.06901,4.143
545,217.06178,4.144,236.07962,4.144
546,217.10802,1.107,218.11529,1.107
547,217.10815,22.83,218.11543,22.83
548,217.19992,6.916,218.2072,6.916
549,218.03529,0.677,183.06589,0.677
550,218.03546,0.678,219.04274,0.678
551,218.1033,1.468,219.11058,1.468
552,218.1033,1.791,219.11058,1.791
553,219.07732,4.145,220.08459,4.145
554,219.07753,1.888,220.08481,1.888
555,219.95262,0.723,220.9599,0.723
556,219.95894,0.756,220.96622,0.756
557,220.04648,1.115,221.05375,1.115
558,220.06488,3.427,221.07216,3.427
559,220.1342,9.494,221.14148,9.494
560,220.13432,10.816,221.1416,10.816
561,220.1467,11.738,221.15397,11.738
562,220.17068,13.958,221.17796,13.958
563,220.8998,0.677,221.90707,0.677
564,220.91876,0.766,221.92604,0.766
565,221.08188,8.56,222.08916,8.56
566,221.09309,4.568,222.10037,4.568
567,221.09315,3.853,222.10043,3.853
568,221.12215,13.254,222.12942,13.254
569,221.1546,13.263,222.16188,13.263
570,221.15462,11.74,222.16189,11.74
571,221.16589,13.753,222.17317,13.753
572,221.9588,0.76,222.96608,0.76
573,222.03011,3.3,223.03738,3.3
574,222.03598,0.913,241.05382,0.913
575,222.04404,1.106,177.04583,1.106
576,222.06215,3.302,223.06943,3.302
577,222.09312,4.081,241.11097,4.081
578,222.09317,4.078,223.10045,4.078
579,222.82724,0.735,223.83452,0.735
580,222.91125,0.993,223.91853,0.993
581,222.91483,1.063,223.9221,1.063
582,222.93681,0.862,223.94409,0.862
583,223.10263,3.537,224.10991,3.537
584,223.11104,3.227,224.11831,3.227
585,223.18163,13.419,224.1889,13.419
586,224.01538,0.773,225.02266,0.773
587,224.0154,0.773,179.01719,0.773
588,224.05638,8.536,225.06366,8.536
589,224.09039,5.077,225.09767,5.077
590,224.81918,0.717,225.82646,0.717
591,224.91591,0.868,225.92319,0.868
592,225.0645,4.147,226.07178,4.147
593,225.08572,9.132,226.093,9.132
594,225.11322,7.178,226.1205,7.178
595,225.14719,13.246,226.15446,13.246
596,225.1497,10.937,226.15698,10.937
597,225.1497,11.04,226.15698,11.04
598,225.18597,14.984,226.19325,14.984
599,225.2224,18.473,226.22967,18.473
600,225.22243,15.862,226.2297,15.862
601,225.22247,18.365,226.22975,18.365
602,225.98651,0.687,226.99379,0.687
603,226.08324,1.036,227.09051,1.036
604,226.14491,11.399,227.15219,11.399
605,226.18118,13.138,227.18846,13.138
606,226.9238,0.747,245.94164,0.747
607,227.0616,3.227,228.06888,3.227
608,227.09355,3.22,228.10083,3.22
609,227.10349,1.108,228.11076,1.108
610,227.10373,2.95,228.11101,2.95
611,227.12888,6.898,228.13615,6.898
612,227.16519,11.676,228.17247,11.676
613,227.1653,10.96,228.17258,10.96
614,227.2016,15.839,228.20888,15.839
615,227.20166,15.95,228.20894,15.95
616,228.07027,1.621,229.07754,1.621
617,228.09912,0.811,229.1064,0.811
618,228.12682,4.852,229.13409,4.852
619,228.16048,8.621,229.16775,8.621
620,228.16051,11.431,229.16778,11.431
621,228.17162,3.247,229.17889,3.247
622,228.86082,0.69,193.89142,0.69
623,228.86086,0.689,229.86813,0.689
624,228.93187,0.856,229.93915,0.856
625,229.00525,0.67,230.01253,0.67
626,229.04828,0.81,230.05556,0.81
627,229.14442,6.392,230.1517,6.392
628,229.15552,6.926,230.16279,6.926
629,230.00697,0.67,231.01425,0.67
630,230.0282,0.768,185.03,0.768
631,230.06459,0.764,231.07187,0.764
632,230.06464,0.763,171.05078,0.763
633,230.09576,4.063,231.10304,4.063
634,230.84027,0.747,231.84755,0.747
635,230.87178,0.741,231.87906,0.741
636,230.94745,0.772,231.95473,0.772
637,230.99092,0.644,231.9982,0.644
638,231.0623,2.706,232.06958,2.706
639,231.12384,3.306,232.13112,3.306
640,231.13489,4.052,232.14216,4.052
641,231.13495,3.33,232.14223,3.33
642,231.99939,0.682,233.00667,0.682
643,232.02594,1.101,233.03322,1.101
644,232.1819,14.663,233.18918,14.663
645,232.87659,0.892,233.88386,0.892
646,232.89331,0.623,251.91115,0.623
647,232.89337,0.622,233.90065,0.622
648,232.89603,24.122,233.9033,24.122
649,232.9446,0.772,251.96244,0.772
650,233.00746,0.863,196.05886,0.863
651,233.07796,0.848,117.04262,0.848
652,233.96835,0.746,234.97563,0.746
653,234.1499,16.062,235.15718,16.062
654,235.10884,4.075,236.11612,4.075
655,235.12137,13.26,236.12865,13.26
656,235.1338,13.264,254.15165,13.264
657,235.13387,11.729,236.14114,11.729
658,235.13394,13.261,236.14122,13.261
659,235.18144,14.631,236.18872,14.631
660,235.18152,15.687,236.1888,15.687
661,236.01523,0.755,237.0225,0.755
662,236.09285,5.648,237.10013,5.648
663,236.09616,10.179,237.10344,10.179
664,236.10539,11.738,237.11267,11.738
665,236.14178,13.899,237.14906,13.899
666,236.1768,12.739,237.18408,12.739
667,237.01495,0.753,238.02223,0.753
668,237.02747,1.113,238.03474,1.113
669,237.09155,3.799,238.09883,3.799
670,237.2224,18.324,238.22967,18.324
671,237.98413,0.767,238.99141,0.767
672,238.03098,0.822,239.03825,0.822
673,238.03964,3.303,239.04692,3.303
674,238.88481,18.595,239.89209,18.595
675,238.88496,0.756,239.89224,0.756
676,238.88496,0.85,239.89224,0.85
677,238.88501,0.683,239.89229,0.683
678,238.94861,1.038,239.95589,1.038
679,239.06723,11.017,240.07451,11.017
680,239.0899,6.924,240.09718,6.924
681,239.12889,11.513,240.13617,11.513
682,239.12891,10.469,240.13618,10.469
683,239.20172,15.835,240.209,15.835
684,239.20172,15.964,240.209,15.964
685,239.23811,18.823,240.24539,18.823
686,239.92471,0.729,240.93199,0.729
687,240.05135,0.561,241.05862,0.561
688,240.10379,3.561,241.11107,3.561
689,240.16051,9.228,241.16778,9.228
690,240.79303,0.718,241.80031,0.718
691,240.88208,0.871,241.88936,0.871
692,240.88982,0.878,203.94121,0.878
693,241.03072,0.77,121.019,0.77
694,241.0386,4.152,242.04588,4.152
695,241.07307,9.417,242.08035,9.417
696,241.10899,3.203,242.11627,3.203
697,241.11942,4.282,242.12669,4.282
698,241.11942,4.406,242.12669,4.406
