Index,m/z,RT [min],Molecular Weight,Calibration RT [min]
1377,252.13901,3.762,251.13173,3.762
1378,252.17543,3.84,251.16815,3.84
1379,252.88687,0.732,251.87959,0.732
1380,253.11819,1.541,252.11092,1.541
1381,253.15938,7.532,252.1521,7.532
1382,253.16452,3.675,252.15724,3.675
1383,253.17975,12.878,252.17247,12.878
1384,253.19095,3.167,252.18367,3.167
1385,253.22734,3.663,252.22006,3.663
1386,253.97774,0.798,252.97046,0.798
1387,254.10214,4.197,253.09487,4.197
1388,254.10222,3.213,253.09494,3.213
1389,254.14728,20.731,506.28,20.731
1390,254.14749,20.731,253.14021,20.731
1391,254.19614,3.038,253.18886,3.038
1392,254.23412,0.796,253.22684,0.796
1393,254.82368,1.068,253.81641,1.068
1394,254.82384,0.775,253.81656,0.775
1395,254.83658,0.733,253.8293,0.733
1396,254.98659,0.64,253.97931,0.64
1397,255.05862,0.837,232.0694,0.837
1398,255.15634,11.098,232.16712,11.098
1399,255.15646,11.094,254.14919,11.094
1400,255.15894,10.625,254.15166,10.625
1401,255.20659,1.408,254.19931,1.408
1402,255.20659,1.795,254.19931,1.795
1403,255.20659,2.58,254.19931,2.58
1404,255.63908,5.706,509.26361,5.706
1405,255.64545,17.424,509.27634,17.424
1406,255.93872,0.625,254.93144,0.625
1407,255.97804,0.722,254.97077,0.722
1408,256.22687,12.203,255.21959,12.203
1409,256.26334,16.876,255.25606,16.876
1410,256.26334,18.978,255.25606,18.978
1411,256.29974,14.286,255.29247,14.286
1412,256.82056,1.076,255.81328,1.076
1413,257.17441,10.021,256.16713,10.021
1414,257.18588,4.33,256.17861,4.33
1415,257.22205,8.594,256.21477,8.594
1416,257.22226,1.472,256.21498,1.472
1417,257.22623,21.513,256.21895,21.513
1418,257.40948,1.776,256.40221,1.776
1419,258.07391,1.916,257.06664,1.916
1420,258.11008,0.8,257.1028,0.8
1421,258.11017,0.837,257.10289,0.837
1422,258.18607,5.057,257.17879,5.057
1423,258.20642,10.125,257.19914,10.125
1424,258.25061,14.072,257.24333,14.072
1425,258.66275,3.148,515.31095,3.148
1426,258.66287,3.152,257.6556,3.152
1427,258.86539,0.797,257.85811,0.797
1428,258.89954,0.706,257.89226,0.706
1429,258.93341,0.821,235.94419,0.821
1430,259.06412,0.697,258.05684,0.697
1431,259.16528,3.378,258.15801,3.378
1432,259.19052,13.488,258.18324,13.488
1433,259.19052,14.906,258.18324,14.906
1434,259.23813,8.992,258.23085,8.992
1435,259.23871,5.749,516.46286,5.749
1436,260.1308,14.089,259.12352,14.089
1437,260.16788,10.57,259.1606,10.57
1438,260.16791,9.525,259.16063,9.525
1439,260.18582,5.266,259.17854,5.266
1440,260.20087,14.225,259.19359,14.225
1441,260.84457,0.728,259.8373,0.728
1442,260.86258,0.793,259.8553,0.793
1443,261.01135,0.801,260.00408,0.801
1444,261.14438,1.975,260.1371,1.975
1445,261.14459,2.287,260.13732,2.287
1446,261.14468,2.836,228.11119,2.836
1447,261.14474,3.06,260.13747,3.06
1448,261.14859,20.759,260.14131,20.759
1449,261.16449,5.045,260.15721,5.045
1450,261.21729,7.013,260.21001,7.013
1451,261.25366,8.369,260.24639,8.369
1452,261.66367,18.566,521.31278,18.566
1453,261.95831,5.276,260.95104,5.276
1454,262.12848,1.005,261.1212,1.005
1455,262.14359,11.534,261.13631,11.534
1456,262.14377,14.97,261.13649,14.97
1457,262.16486,1.229,261.15758,1.229
1458,262.16489,5.224,261.15761,5.224
1459,262.67151,19.621,523.32846,19.621
1460,262.90707,0.72,261.8998,0.72
1461,262.91287,0.629,261.9056,0.629
1462,262.91565,0.722,261.90837,0.722
1463,263.08759,0.837,262.08031,0.837
1464,263.12537,5.267,262.11809,5.267
1465,263.20422,5.272,262.19695,5.272
1466,263.63351,20.756,525.25248,20.756
1467,264.01404,0.751,263.00676,0.751
1468,264.09396,3.07,263.08669,3.07
1469,264.13202,20.757,526.24948,20.757
1470,264.14417,5.938,263.13689,5.938
1471,264.2323,9.203,263.22502,9.203
1472,264.26831,21.149,263.26103,21.149
1473,264.85266,0.743,263.84538,0.743
1474,264.86545,0.718,225.90229,0.718
1475,265.01559,0.636,264.00832,0.636
1476,265.01572,0.646,222.98189,0.646
1477,265.11157,0.642,264.1043,0.642
1478,265.11188,0.658,132.0523,0.658
1479,265.11188,0.796,132.0523,0.796
1480,265.15466,3.417,264.14739,3.417
1481,265.15469,3.72,264.14742,3.72
1482,265.17584,1.942,264.16857,1.942
1483,265.18213,13.703,528.3497,13.703
1484,265.18961,6.873,264.18233,6.873
1485,265.1897,6.649,264.18242,6.649
1486,265.90933,29.068,264.90206,29.068
1487,265.93103,0.788,264.92375,0.788
1488,265.95712,0.794,264.94985,0.794
1489,266.01599,0.641,265.00871,0.641
1490,266.13864,3.724,265.13136,3.724
1491,266.15024,3.082,265.14296,3.082
1492,266.19601,6.166,265.18874,6.166
1493,266.21533,1.201,265.20806,1.201
1494,266.22333,5.257,265.21605,5.257
1495,266.24771,14.138,265.24043,14.138
1496,267.04263,3.297,266.03536,3.297
1497,267.04263,3.659,266.03536,3.659
1498,267.13388,1.414,266.1266,1.414
1499,267.13391,2.731,266.12663,2.731
1500,267.13727,3.363,266.12999,3.363
1501,267.15665,0.698,266.14937,0.698
1502,267.16348,11.262,532.31241,11.262
1503,267.17197,14.391,266.16469,14.391
1504,267.18015,4.461,266.17287,4.461
1505,267.20657,6.642,266.1993,6.642
1506,267.20673,3.617,266.19945,3.617
1507,267.26831,18.9,266.26103,18.9
1508,267.57944,5.683,266.57216,5.683
1509,267.61746,29.002,533.22037,29.002
1510,268.02817,0.706,267.02089,0.706
1511,268.10394,1.009,267.09667,1.009
1512,268.14825,3.083,267.14098,3.083
1513,268.15247,13.022,534.29038,13.022
1514,268.19064,3.554,267.18337,3.554
1515,268.21176,3.933,267.20448,3.933
1516,268.84668,0.751,267.8394,0.751
1517,268.8815,0.725,245.89228,0.725
1518,268.88168,0.726,267.87441,0.726
1519,268.96042,0.675,267.95314,0.675
1520,269.09537,3.078,268.08809,3.078
1521,269.11069,1.525,268.10341,1.525
1522,269.16083,3.343,268.15355,3.343
1523,269.22229,2.754,268.21501,2.754
1524,269.22235,5.291,268.21507,5.291
1525,269.22629,17.328,268.21901,17.328
1526,269.66113,18.902,537.30771,18.902
1527,269.97263,0.726,231.00947,0.726
1528,270.14954,3.959,252.11571,3.959
1529,270.16852,2.876,538.32248,2.876
1530,270.25388,10.337,269.2466,10.337
1531,270.27921,17.376,269.27193,17.376
1532,270.27921,17.668,269.27193,17.668
1533,270.27921,18.193,269.27193,18.193
1534,270.31552,15.3,269.30824,15.3
1535,270.79745,0.896,269.79018,0.896
1536,270.79773,0.767,269.79045,0.767
1537,271.04007,0.72,270.03279,0.72
1538,271.07465,1.234,270.06737,1.234
1539,271.20163,4.83,270.19435,4.83
1540,271.27448,18.866,270.2672,18.866
1541,271.8945,29.019,270.88722,29.019
1542,271.95197,0.726,270.94469,0.726
1543,271.96506,0.791,248.97584,0.791
1544,271.99066,0.866,233.0275,0.866
1545,271.99069,0.867,270.98342,0.867
1546,272.13123,5.369,271.12395,5.369
1547,272.18552,10.622,271.17824,10.622
1548,272.22189,11.056,271.21462,11.056
1549,272.25818,11.199,271.2509,11.199
1550,272.94156,0.635,249.95234,0.635
1551,272.94159,0.656,271.93431,0.656
1552,272.9444,0.685,271.93712,0.685
1553,273.16302,7.85,272.15575,7.85
1554,273.25357,10.163,272.24629,10.163
1555,274.04276,0.726,273.03548,0.726
1556,274.14633,14.918,273.13906,14.918
1557,274.19125,2.278,273.18398,2.278
1558,274.19131,3.572,273.18404,3.572
1559,274.27393,10.896,273.26665,10.896
1560,274.83929,0.755,273.83202,0.755
1561,274.88138,0.731,273.8741,0.731
1562,274.90131,29.017,273.89403,29.017
1563,274.98383,0.794,273.97655,0.794
1564,274.98401,0.793,251.99479,0.793
1565,275.1423,3.809,274.13503,3.809
1566,275.15408,14.919,274.14681,14.919
1567,275.19617,10.102,274.18889,10.102
1568,275.23288,8.116,274.2256,8.116
1569,275.25821,16.072,274.25093,16.072
1570,275.952,0.795,252.96277,0.795
1571,275.95203,0.793,236.98887,0.793
1572,275.95993,0.73,274.95265,0.73
1573,276.12625,5.102,275.11897,5.102
1574,276.19571,13.608,275.18843,13.608
1575,276.65912,20.753,551.30368,20.753
1576,276.89676,29.019,275.88948,29.019
1577,277.11826,4.778,276.11098,4.778
1578,277.11829,5.63,276.11101,5.63
1579,277.17972,14.964,276.17244,14.964
1580,277.17975,11.545,276.17247,11.545
1581,277.19104,2.563,276.18376,2.563
1582,277.22012,6.767,276.21285,6.767
1583,277.96744,0.819,254.97822,0.819
1584,277.9675,0.821,276.96022,0.821
1585,278.18634,3.91,277.17906,3.91
1586,278.2074,4.697,277.20012,4.697
1587,278.89713,29.014,277.88985,29.014
1588,278.91052,0.714,255.9213,0.714
1589,279.09326,10.351,278.08599,10.351
1590,279.10168,14.282,278.09441,14.282
1591,279.15906,15.185,278.15178,15.185
1592,279.16998,5.04,278.16271,5.04
1593,279.6861,3.234,278.67882,3.234
1594,279.94693,0.79,278.93965,0.79
1595,280.09216,0.729,279.08489,0.729
1596,280.09216,0.73,257.10294,0.73
1597,280.12921,1.619,119.04769,1.619
1598,280.17529,4.008,279.16802,4.008
1599,280.82654,0.745,279.81926,0.745
1600,280.84726,0.741,257.85804,0.741
1601,280.84729,0.74,279.84001,0.74
1602,280.9606,1.087,279.95333,1.087
1603,281.09531,4.618,280.08803,4.618
1604,281.1131,1.418,280.10582,1.418
1605,281.11316,2.903,280.10588,2.903
1606,281.17209,14.9,280.16481,14.9
1607,281.22214,6.467,280.21486,6.467
1608,281.23355,3.539,280.22627,3.539
1609,282.00906,0.865,281.00179,0.865
1610,282.12735,0.675,281.12007,0.675
1611,282.14636,2.991,562.27817,2.991
1612,282.19083,5.034,281.18355,5.034
1613,282.27902,17.423,281.27175,17.423
1614,282.27908,16.031,281.27181,16.031
1615,282.27917,16.132,281.2719,16.132
1616,282.82358,0.748,281.8163,0.748
1617,282.95673,1.087,281.94945,1.087
1618,283.12637,3.065,282.1191,3.065
1619,283.1651,5.475,282.15782,5.475
1620,283.23077,8.602,564.44699,8.602
1621,283.69916,3.76,565.38376,3.76
1622,284.00351,1.047,282.99623,1.047
1623,284.00354,0.865,282.99626,0.865
1624,284.09882,1.01,283.09154,1.01
1625,284.20688,2.84,283.1996,2.84
1626,284.29486,18.419,283.28758,18.419
1627,284.29486,20.323,283.28758,20.323
1628,284.33109,15.552,283.32381,15.552
1629,284.33112,14.63,283.32384,14.63
1630,284.64496,20.76,283.63768,20.76
1631,284.64914,3.455,283.64186,3.455
1632,284.83374,29.071,851.47939,29.071
1633,284.86823,0.73,283.86095,0.73
1634,284.90997,28.888,283.9027,28.888
1635,284.91025,0.725,283.90297,0.725
1636,285.09998,5.996,284.0927,5.996
1637,285.16708,15.208,284.15981,15.208
1638,285.20593,11.72,284.19866,11.72
1639,285.64536,20.757,569.27616,20.757
1640,285.90326,0.794,284.89598,0.794
1641,285.98865,0.721,284.98137,0.721
1642,286.18137,1.133,263.19214,1.133
1643,286.21231,2.511,285.20503,2.511
1644,286.22906,17.318,285.22179,17.318
1645,286.27386,12.011,285.26659,12.011
1646,286.27399,11.676,285.26671,11.676
1647,286.31027,14.564,285.303,14.564
1648,286.77151,0.768,285.76424,0.768
1649,286.83069,29.07,285.82341,29.07
1650,286.95837,0.664,285.9511,0.664
1651,287.22153,16.252,286.21425,16.252
1652,287.23276,3.832,286.22548,3.832
1653,287.93887,0.791,304.94216,0.791
1654,288.12299,3.443,287.11571,3.443
1655,288.13693,14.796,574.25931,14.796
1656,288.16196,15.719,287.15468,15.719
1657,288.17447,16.59,287.16719,16.59
1658,288.21683,7.947,287.20955,7.947
1659,288.22824,3.182,287.22096,3.182
1660,288.28949,11.258,287.28221,11.258
1661,288.28949,11.434,287.28221,11.434
1662,288.28955,11.693,287.28227,11.693
1663,288.67041,16.71,575.32627,16.71
1664,288.91812,0.687,287.91084,0.687
1665,288.91928,29.013,287.912,29.013
1666,288.92215,0.682,224.90638,0.682
1667,289.02048,0.719,266.03126,0.719
1668,289.02051,0.718,288.01323,0.718
1669,289.13458,5.693,288.12731,5.693
1670,289.24857,9.155,288.24129,9.155
1671,289.88904,28.996,288.88176,28.996
1672,289.93082,0.871,288.92354,0.871
1673,289.93094,1.046,288.92366,1.046
1674,289.97549,0.787,256.942,0.787
1675,289.97559,0.79,288.96831,0.79
1676,290.12885,5.695,578.24314,5.695
1677,290.13452,1.011,289.12724,1.011
1678,290.14182,6.782,289.13454,6.782
1679,290.85526,0.73,289.84798,0.73
1680,290.8761,0.726,267.88688,0.726
1681,290.98572,2.951,289.97844,2.951
1682,291.10135,6.153,290.09407,6.153
1683,291.11609,5.753,290.10881,5.753
1684,291.15784,0.805,290.15056,0.805
1685,291.2356,7.944,290.22832,7.944
1686,291.97635,0.684,290.96907,0.684
1687,292.86716,29.096,291.85988,29.096
1688,293.17471,16.006,292.16744,16.006
1689,293.87894,0.742,292.87166,0.742
1690,294.17709,0.798,293.16982,0.798
1691,294.1907,9.107,879.55028,9.107
1692,294.19095,9.111,293.18367,9.111
1693,294.86264,29.092,293.85536,29.092
1694,294.86548,28.989,293.8582,28.989
1695,294.89722,0.724,293.88994,0.724
1696,294.939,28.915,293.93172,28.915
1697,294.93903,0.7,293.93175,0.7
1698,295.09381,2.809,294.08653,2.809
1699,295.12875,2.808,294.12148,2.808
1700,295.12875,3.285,294.12148,3.285
1701,295.16519,3.534,294.15792,3.534
1702,295.16522,2.868,294.15795,2.868
1703,295.16525,3.125,294.15798,3.125
1704,295.18314,0.8,294.17586,0.8
1705,295.1832,0.879,294.17592,0.879
1706,295.19031,12.39,294.18303,12.39
1707,295.64233,14.557,589.27011,14.557
1708,295.64252,14.56,294.63524,14.56
1709,295.92087,0.787,294.91359,0.787
1710,295.93188,0.732,294.92461,0.732
1711,296.02472,1.123,273.0355,1.123
1712,296.0661,0.73,295.05882,0.73
1713,296.80054,0.766,295.79326,0.766
1714,297.10226,8.954,296.09499,8.954
1715,297.12338,5.691,592.23221,5.691
1716,297.2171,2.575,296.20983,2.575
1717,297.21716,2.173,296.20989,2.173
1718,297.91736,29.01,296.91008,29.01
1719,297.91736,29.017,116.95079,29.017
1720,297.9678,0.802,296.96053,0.802
1721,298.09665,2.388,297.08937,2.388
1722,298.09671,0.651,297.08943,0.651
1723,298.09732,10.628,297.09004,10.628
1724,298.18604,2.834,297.17876,2.834
1725,298.18735,0.711,297.18007,0.711
1726,298.21719,7.537,297.20992,7.537
1727,298.22235,3.675,297.21507,3.675
1728,298.2738,12.217,297.26653,12.217
1729,298.2738,12.444,297.26653,12.444
1730,298.31049,18.887,297.30321,18.887
1731,298.31049,19.624,297.30321,19.624
1732,298.3468,16.468,297.33953,16.468
1733,298.77353,0.788,297.76625,0.788
1734,298.79761,0.767,297.79033,0.767
1735,298.81839,0.743,297.81111,0.743
1736,298.82883,29.069,297.82155,29.069
1737,298.92508,28.999,297.9178,28.999
1738,299.08124,11.927,298.07396,11.927
1739,299.08813,5.205,298.08086,5.205
1740,299.13425,5.684,298.12697,5.684
1741,299.13434,5.698,596.25412,5.698
1742,299.16,3.212,298.15273,3.212
1743,299.88916,29.019,298.88188,29.019
1744,299.97754,0.866,298.97026,0.866
1745,300.00433,0.725,266.97084,0.725
1746,300.20175,3.45,282.16793,3.45
1747,300.21677,10.623,299.20949,10.623
1748,300.22815,3.919,299.22087,3.919
1749,300.27768,7.471,299.2704,7.471
1750,300.28958,13.763,299.2823,13.763
1751,300.28964,13.085,299.28237,13.085
1752,300.64529,0.619,299.63802,0.619
1753,300.77072,0.793,299.76344,0.793
1754,300.88416,0.725,299.87688,0.725
1755,300.89175,0.711,299.88448,0.711
1756,300.89691,29.023,317.9002,29.023
1757,300.90497,0.717,277.91575,0.717
1758,300.92047,29.002,299.91319,29.002
1759,300.92047,29.003,258.88665,29.003
1760,301.14105,15.199,300.13378,15.199
1761,301.14108,28.875,300.13381,28.875
1762,301.14111,0.784,300.13384,0.784
1763,301.14114,0.703,300.13387,0.703
1764,301.14114,0.79,150.06693,0.79
1765,301.14124,15.405,300.13396,15.405
1766,301.17065,3.177,300.16338,3.177
1767,301.17587,1.955,300.1686,1.955
1768,301.22321,1.522,300.21593,1.522
1769,301.25235,18.523,300.24507,18.523
1770,301.87704,0.784,300.86977,0.784
1771,301.91272,29.012,300.90544,29.012
1772,301.97,0.797,278.98078,0.797
1773,302.15939,4.717,301.15212,4.717
1774,302.30511,13.408,301.29784,13.408
1775,302.79987,29.07,301.79259,29.07
1776,302.82913,0.731,301.82186,0.731
1777,303.00626,20.758,301.99898,20.758
1778,303.05624,1.036,302.04897,1.036
1779,303.05634,1.031,280.06711,1.031
1780,303.17355,5.746,302.16628,5.746
1781,303.60788,5.693,302.6006,5.693
1782,303.88358,29.018,302.8763,29.018
1783,303.89444,28.993,302.88716,28.993
1784,303.90778,0.729,302.9005,0.729
1785,304.24802,14.905,303.24074,14.905
1786,304.29974,13.442,303.29247,13.442
1787,304.60547,5.691,607.19638,5.691
1788,304.89142,29.013,281.9022,29.013
1789,304.89154,29.017,303.88426,29.017
1790,304.89423,28.99,303.88695,28.99
1791,304.95953,0.637,303.95226,0.637
1792,304.95966,0.634,262.92583,0.634
1793,305.00659,15.177,303.99932,15.177
1794,305.05685,0.678,304.04958,0.678
1795,305.15677,3.946,608.29898,3.946
1796,305.17444,13.913,304.16716,13.913
1797,305.20673,4.594,304.19945,4.594
1798,305.25125,8.839,304.24397,8.839
1799,305.25125,9.05,304.24397,9.05
1800,305.61166,5.687,609.20877,5.687
1801,305.96078,0.725,304.95351,0.725
1802,306.61148,5.705,611.20841,5.705
1803,306.82916,0.731,305.82189,0.731
1804,307.04349,1.023,306.03621,1.023
1805,307.04379,1.042,228.02258,1.042
1806,307.08316,0.99,306.07588,0.99
1807,307.10739,5.703,612.20023,5.703
1808,307.11884,15.178,612.22312,15.178
1809,307.14993,0.863,306.14266,0.863
1810,307.18768,12.126,306.18041,12.126
1811,307.58505,1.005,306.57778,1.005
1812,307.58524,0.824,306.57796,0.824
1813,307.89484,0.787,306.88756,0.787
1814,307.95685,1.093,306.94957,1.093
1815,308.09082,0.935,307.08354,0.935
1816,308.09082,0.99,307.08354,0.99
1817,308.09085,0.842,307.08357,0.842
1818,308.11722,5.673,614.21988,5.673
1819,308.24597,0.999,307.2387,0.999
1820,308.85751,29.062,307.85024,29.062
1821,308.87857,0.886,307.87129,0.886
1822,309.11331,5.696,308.10604,5.696
1823,309.11356,5.702,616.21256,5.702
1824,309.12674,5.907,308.11946,5.907
1825,309.18353,16.706,616.35251,16.706
1826,309.9393,0.883,308.93202,0.883
1827,309.97421,0.66,308.96694,0.66
1828,309.97443,0.664,267.9406,0.664
1829,310.05298,2.369,309.0457,2.369
1830,310.18332,15.5,309.17604,15.5
1831,310.31039,18.796,309.30312,18.796
1832,310.91257,28.945,309.90529,28.945
1833,310.91281,0.703,309.90553,0.703
1834,311.03537,0.715,288.04615,0.715
1835,311.1235,1.024,310.11623,1.024
1836,311.18503,11.949,310.17775,11.949
1837,311.98312,0.806,310.97585,0.806
1838,311.98312,0.807,288.9939,0.807
1839,312.11282,11.927,270.079,11.927
1840,312.11282,11.93,311.10555,11.93
1841,312.11636,0.836,147.04127,0.836
1842,312.13477,17.375,311.12749,17.375
1843,312.1348,17.372,622.25504,17.372
1844,312.23795,4.462,311.23067,4.462
1845,312.32584,19.638,311.31856,19.638
1846,312.32584,19.807,311.31856,19.807
1847,312.32584,20.502,311.31856,20.502
1848,312.36237,16.703,311.35509,16.703
1849,312.78232,0.77,311.77504,0.77
1850,312.7948,0.749,289.80558,0.749
1851,312.79514,0.746,311.78786,0.746
1852,312.82861,29.069,311.82134,29.069
1853,312.85788,0.724,311.8506,0.724
1854,312.92007,0.89,311.9128,0.89
1855,312.94284,29.001,136.98984,29.001
1856,312.94293,29.004,270.90911,29.004
1857,313.06427,1.02,249.0485,1.02
1858,313.13165,5.689,624.24875,5.689
1859,313.14322,14.974,312.13594,14.974
1860,313.15454,5.319,312.14726,5.319
1861,313.21603,11.255,312.20876,11.255
1862,313.27344,24.571,312.26616,24.571
1863,313.27368,17.216,312.26641,17.216
1864,313.27368,17.41,312.26641,17.41
1865,313.6109,5.696,312.60362,5.696
1866,313.68445,2.539,625.35434,2.539
1867,314.12848,6.707,313.1212,6.707
1868,314.14072,15.188,313.13344,15.188
1869,314.21707,4.193,296.18325,4.193
1870,314.26663,0.82,313.25936,0.82
1871,314.34149,15.788,313.33422,15.788
1872,314.34152,14.283,313.33425,14.283
1873,314.34158,15.225,313.33431,15.225
1874,314.62009,15.182,627.22562,15.182
1875,314.77933,0.897,313.77205,0.897
1876,314.8237,29.069,313.81642,29.069
1877,315.17422,16.247,314.16695,16.247
1878,315.19101,9.539,314.18373,9.539
1879,315.19138,2.892,314.1841,2.892
1880,315.25308,18.011,314.24581,18.011
1881,315.25455,19.047,628.49454,19.047
1882,315.28922,17.296,314.28194,17.296
1883,315.83163,29.07,314.82436,29.07
1884,315.90808,0.792,314.9008,0.792
1885,316.28445,8.2,315.27718,8.2
1886,316.28445,11.478,315.27718,11.478
1887,316.32086,13.189,315.31359,13.189
1888,316.32089,12.963,315.31362,12.963
1889,316.66611,16.705,631.31766,16.705
1890,316.82416,0.791,315.81688,0.791
1891,316.8912,29.008,315.88393,29.008
1892,317.07965,15.178,316.07237,15.178
1893,317.11484,15.171,316.10756,15.171
1894,317.11499,0.716,316.10771,0.716
1895,317.18906,6.681,316.18178,6.681
1896,317.30502,18.156,316.29775,18.156
1897,317.90039,0.655,316.89311,0.655
1898,318.17014,16.703,317.16286,16.703
1899,318.22086,7.853,317.21358,7.853
1900,318.27905,11.315,317.27178,11.315
1901,318.30002,11.031,317.29274,11.031
1902,318.64578,15.189,317.63851,15.189
1903,318.8031,0.732,317.79582,0.732
1904,318.88651,29.002,317.87923,29.002
1905,318.93726,0.685,317.92998,0.685
1906,318.97009,0.797,317.96282,0.797
1907,319.03491,1.937,318.02764,1.937
1908,319.22235,5.863,318.21507,5.863
1909,319.22241,6.803,318.21514,6.803
1910,319.26675,10.02,318.25948,10.02
1911,320.6185,5.688,319.61122,5.688
1912,320.86566,0.808,319.85838,0.808
1913,320.88263,28.987,319.87535,28.987
1914,321.14587,10.513,320.1386,10.513
1915,321.14587,10.77,320.1386,10.77
1916,321.2016,5.228,320.19432,5.228
1917,321.20163,4.961,320.19435,4.961
1918,321.20169,3.6,320.19441,3.6
1919,321.59842,5.902,320.59114,5.902
1920,321.62753,15.185,641.24051,15.185
1921,321.62775,15.192,320.62047,15.192
1922,321.98764,1.152,279.95381,1.152
1923,322.10666,1.037,321.09938,1.037
1924,322.28583,10.023,321.27855,10.023
1925,322.59381,5.683,321.58653,5.683
1926,322.81119,0.753,321.80391,0.753
1927,322.88678,0.715,321.8795,0.715
1928,323.00842,2.532,280.9746,2.532
1929,323.01147,0.725,322.0042,0.725
1930,323.16156,12.119,322.15428,12.119
1931,323.18503,6.651,322.17775,6.651
1932,323.21719,5.257,322.20992,5.257
1933,323.21747,6.721,322.21019,6.721
1934,323.31311,18.155,322.30583,18.155
1935,323.89005,0.792,322.88277,0.792
1936,324.21661,1.075,323.20934,1.075
1937,324.21683,15.227,323.20955,15.227
1938,324.22784,4.433,323.22057,4.433
1939,324.26434,6.644,323.25707,6.644
1940,324.85239,29.076,323.84511,29.076
1941,325.03818,0.862,302.04896,0.862
1942,325.14331,14.45,324.13603,14.45
1943,325.22,15.21,324.21272,15.21
1944,325.28275,13.027,324.27547,13.027
1945,325.29593,1.048,324.28865,1.048
1946,325.29617,1.051,162.14445,1.051
1947,325.86032,29.073,324.85304,29.073
1948,325.88568,28.995,324.8784,28.995
1949,326.01404,0.728,325.00676,0.728
1950,326.16071,16.072,325.15343,16.072
1951,326.19363,15.216,325.18636,15.216
1952,326.20734,4.534,325.20006,4.534
1953,326.24362,1.535,325.23635,1.535
1954,326.30527,18.478,325.29799,18.478
1955,326.34158,20.592,325.33431,20.592
1956,326.34161,20.878,325.33434,20.878
1957,326.37787,15.775,325.37059,15.775
1958,326.37808,17.519,325.37081,17.519
1959,326.91998,29.004,284.88616,29.004
1960,327.05145,0.691,326.04418,0.691
1961,327.07785,13.939,326.07057,13.939
1962,327.07965,1.036,326.07237,1.036
1963,327.07974,1.038,304.09052,1.038
1964,327.0799,0.863,304.09067,0.863
1965,327.17551,16.702,326.16823,16.702
1966,327.20248,2.761,326.19521,2.761
1967,327.34485,20.878,326.33757,20.878
1968,327.60834,5.699,326.60106,5.699
1969,327.60849,5.688,653.20243,5.688
1970,327.63208,15.183,653.24961,15.183
1971,327.63211,15.187,326.62483,15.187
1972,327.84164,2.94,326.83437,2.94
1973,327.85709,29.064,326.84981,29.064
1974,327.8812,28.992,285.84737,28.992
1975,327.91821,29.001,326.91094,29.001
1976,328.15045,1.13,327.14318,1.13
1977,328.22299,4.301,327.21572,4.301
1978,328.23276,4.917,327.22548,4.917
1979,328.23291,3.45,327.22563,3.45
1980,328.28427,16.131,327.27699,16.131
1981,328.28452,16.03,327.27724,16.03
1982,328.32074,15.773,327.31346,15.773
1983,328.32074,17.868,327.31346,17.868
1984,328.61743,15.18,655.22031,15.18
1985,328.75626,0.773,327.74898,0.773
1986,328.83215,0.724,327.82488,0.724
1987,328.99854,0.781,327.99126,0.781
1988,329.14932,3.473,328.14205,3.473
1989,329.15918,16.872,328.1519,16.872
1990,329.26996,20.138,328.26268,20.138
1991,329.27002,20.145,656.52549,20.145
1992,329.27969,2.033,328.27242,2.033
1993,329.9234,0.791,346.92669,0.791
1994,329.92355,0.79,328.91628,0.79
1995,330.05066,3.761,329.04338,3.761
1996,330.07306,0.959,329.06578,0.959
1997,330.24588,15.138,329.2386,15.138
1998,330.88181,0.717,307.89258,0.717
1999,331.16498,1.616,330.1577,1.616
2000,331.20468,7.572,165.0987,7.572
2001,331.20477,7.568,330.1975,7.568
2002,331.28415,17.387,330.27687,17.387
2003,331.28427,17.456,330.27699,17.456
2004,331.2843,17.434,330.27703,17.434
2005,331.32043,18.735,330.31316,18.735
2006,331.33981,13.87,330.33254,13.87
2007,331.91327,29.001,330.90599,29.001
2008,331.91904,28.994,330.91176,28.994
2009,332.01175,1.039,331.00447,1.039
2010,332.09503,0.852,309.10581,0.852
2011,332.56152,0.856,663.10849,0.856
2012,332.56192,1.065,331.55464,1.065
2013,332.79788,0.759,331.79061,0.759
2014,332.83978,0.736,331.83251,0.736
2015,332.91107,29,290.87725,29
2016,332.91113,29,331.90386,29
2017,332.91605,29.001,331.90877,29.001
2018,332.94244,0.789,331.93517,0.789
2019,333.06454,0.805,332.05727,0.805
2020,333.20154,6.676,332.19426,6.676
2021,333.2016,9.966,332.19432,9.966
2022,333.20163,5.915,332.19435,5.915
2023,333.28253,10.925,332.27526,10.925
2024,333.28253,11.151,332.27526,11.151
2025,334.90845,29.005,333.90117,29.005
2026,334.94412,0.796,333.93685,0.796
2027,335.04483,15.189,334.03755,15.189
2028,335.09485,0.809,156.05281,0.809
2029,335.10562,2.93,334.09834,2.93
2030,335.1058,6.052,334.09853,6.052
2031,335.10587,8.171,334.09859,8.171
2032,335.10593,4.519,334.09865,4.519
2033,335.20758,4.934,334.2003,4.934
2034,335.20761,4.938,317.17379,4.938
2035,335.22144,18.327,334.21416,18.327
2036,335.9071,0.794,334.89983,0.794
2037,336.01538,0.698,335.0081,0.698
2038,336.19623,1.588,335.18895,1.588
2039,336.27774,20.671,670.54093,20.671
2040,336.31046,16.119,318.27663,16.119
2041,336.31046,16.122,335.30318,16.122
2042,336.32568,18.058,335.31841,18.058
